especie_id,nom_ctf,desc_eng,nom_eng,desc_cat,desc_cas,nom_cat,_id,nom_cas
485,Syagrus romanzoffiana,"This palm tree is native to North Eastern Argentina, Uruguay, Paraguay and Eastern Brazil. It blossoms almost throughout the year, especially between March and September, with pendulous, very branched inflorescences and creamy-white, yellowish-white or yellow flowers. The fruit, which preferably ripen between August and February, are orange or yellow globular drupes, grouped in racemes; they are edible. Until recently, the species was known by the scientific name of Arecastrum romanzoffianum. In Barcelona, it is planted in streets and squares, as well as in parks and gardens.",Magenta lilly pilly,"Palmera originària del nord-est de l'Argentina, l'Uruguai, el Paraguai i l'est del Brasil. Floreix gairebé durant tot l'any, especialment entre els mesos de març i setembre, amb inflorescències pèndules, molt ramificades i flors de color blanc cremós, blanc groguenc o groc. Els fruits, que maduren preferentment entre els mesos d'agost i febrer, són drupes globoses, agrupades en raïms, comestibles i de color taronja o groc. L'espècie era coneguda fins fa poc amb el nom científic d'Arecastrum romanzoffianum. A Barcelona es planta en carrers i places i en parcs i jardins.","Palmera originaria del noreste de Argentina, Uruguay, Paraguay y el este de Brasil. Florece casi durante todo el año, especialmente entre los meses de marzo y setiembre, con inflorescencias péndulas, muy ramificadas y flores de color blanco cremoso, blanco amarillento o amarillo. Los frutos, que maduran preferentemente entre los meses de agosto y febrero, son drupas globosas, agrupadas en racimos, comestibles y de color naranja o amarillo. La especie era conocida hasta hace poco con el nombre científico de Arecastrum romanzoffianum. En Barcelona se planta en calles y plazas y en parques y jardines.",Cirerer australià,48,Cerezo australiano
2102,Bauhinia forficata,"A deciduous tree with an ovoid or round crown, native to the south-east of South America. It blossoms in the summer, with very attractive white flowers. It produces brown seedpods that ripen in the autumn. It takes its name, pota de vaca [cow foot], from the shape of its bilobulate leaves, which resemble the hoof-print of a cow. It is also known as Bauhinia candicans and Bauhinia grandiflora, although the latter name corresponds to another species that is not grown in our country. In Barcelona, you can also find the subspecies pruinosa.",False caoba subsp. pruinosa,"Arbre caducifoli, de capçada ovoidal o arrodonida, originari del sud-est de l'Amèrica del Sud. Floreix a l'estiu, amb flors molt vistoses, blanques. Els fruits són llegums de color marró que maduren a la tardor. Rep el nom de pota de vaca per la forma de les seves fulles bilobades, que semblen la petjada d'una vaca. És conegut també amb els noms de Bauhinia candicans i de Bauhinia grandiflora, tot i que aquest darrer nom en realitat correspon a una altra espècie no cultivada al nostre país. A Barcelona també trobem la subespècie pruinosa.","Árbol caducifolio, de copa ovoidal o redondeada, originario del sureste de Suramérica. Florece en verano, con flores muy vistosas, blancas. Los frutos son legumbres de color marrón que maduran en otoño. Recibe el nombre de pata de vaca por la forma de sus hojas bilobuladas, que parecen la huella de una vaca. Es conocido también con los nombres de Bauhinia candicans y de Bauhinia grandiflora, aunque este último en realidad corresponde a otra especie no cultivada en nuestro país. En Barcelona también encontramos la subespecie pruinosa.",Pota de vaca,50,"Arbol orquídea,  Pata de buey"
4969269,Cupressus pendula,"This is an evergreen conifer with a more or less conical crown. It is native to South Eastern and Central China. It blossoms at the end of winter, with unattractive yellow female and brown male flowers. The fruit ripens two years after pollination, during the autumn. It produces green to dark grey cones, with black globular seeds; the cones disintegrate when ripe, releasing the seeds. It is normally planted in parks and gardens, due to its dense foliage and drooping branches.",Chinese Weeping Cypress,"És una conífera perennifòlia, de capçada més o menys cònica. Originària del sud-oest i el centre de la Xina. Floreix al final de l'hivern, amb flors poc vistoses, les femenines de color groc i les masculines d'un to marró. Els fruits maduren dos anys després de la pol·linització, durant la tardor. Els fruits són cons de color verd fins a gris fosc, amb llavors globoses de color negre; es desfan a la maduresa i alliberen les llavors. Normalment es planta en parcs i jardins, pel seu fullatge dens i les branques caigudes.","Es una conífera perennifolia, de copa más o menos cónica. Originaria del suroeste y el centro de China. Florece al final del invierno, con flores poco vistosas; las femeninas, de color amarillo, y las masculinas, de un tono marrón. Los frutos maduran dos años después de la polinización, durante el otoño. Los frutos son conos desde color verde hasta gris oscuro, con semillas globosas de color negro; se deshacen en la madurez y liberan las semillas. Normalmente se planta en parques y jardines, por su denso follaje y sus ramas caídas.",Xiprer fúnebre,51,"Cipres funebre,  ciprés fúnebre"
1424,Ficus carica,"It is a deciduous tree with an extensive, irregular crown. It is native to the Mediterranean region and Western Asia. It blossoms in spring, with tiny flowers inside a green syconium; the female flowers become green or dark violet figs, which ripen in the summer and the beginning of autumn. If any parts of the tree are injured, an irritant latex is produced. It is planted as a street tree and also in parks and gardens.",Fig,"És un arbre caducifoli, de capçada estesa i irregular. Originari de la regió mediterrània i de l'oest d'Àsia. Floreix a la primavera, amb flors diminutes dins d'un receptacle de color verdós; les flors femenines es converteixen en figues de color verd o violeta fosc, que maduren a l'estiu i fins al començament de la tardor. De les ferides de qualsevol de les seves parts, en surt un làtex irritant. Es planta com a arbre viari i en parcs i jardins.","Es un árbol caducifolio, de copa extendida e irregular. Originario de la región mediterránea y del oeste de Asia. Florece en primavera, con flores diminutas dentro de un receptáculo de color verdoso; las flores femeninas se convierten en higos de color verde o violeta oscuro, que maduran en verano y hasta comienzos de otoño. De las heridas de cualquiera de sus partes, brota un látex irritante. Se planta como árbol viario y en parques y jardines.",Figuera,52,Higuera
2692,Heptapleurum actinophyllum,"An evergreen tree, native to the rainforests of Northern Australia and New Guinea. It has an upright habit and it is branched at its base, with a dense umbrella-shaped crown of glossy green, palmate leaves. It blossoms in the summer or autumn, with spectacular radial spikes of ruby-red flowers that have cream-coloured stamens, on red stalks. These spikes are found on the upper part of the tree. It's fruit are fleshy red berries.",Queensland umbrella tree,"Arbre perennifoli, originari dels boscos humits del nord d'Austràlia i Nova Guinea. De port dret i molt ramificat a la base, amb una copa densa de fulles palmades en forma de para-sol i de color verd brillant. Floreix a l'estiu o a la tardor,  en espectaculars espigues radiades de flors vermell rubí i estams de color crema, sobre tiges vermelles. Aquestes espigues es disposen a la part superior de la planta. Els fruits són baies carnoses de color vermellós.","Árbol perennifolio, originario de los bosques húmedos del norte de Australia y Nueva Guinea. De porte recto y muy ramificado en la base, con una copa densa de hojas palmadas en forma de parasol y de color verde brillante. Florece en verano o en otoño, con espectaculares espigas radiadas de flores rojo rubí y estambres de color crema sobre tallos rojos. Estas espigas se disponen en la parte superior de la planta. Los frutos son bayas carnosas de color rojizo.",Arbre ombrel·la de Queensland,53,Árbol sombrilla de Queensland
1193,Cordyline australis,"A small evergreen palm tree, native to New Zealand. It blossoms in the summer, with fragrant, creamy-white flowers. Its fruit appear in the autumn, turning from bluish to whitish as they ripen. It is planted as an ornamental tree in parks and gardens, due to its foliage and its low-maintenance. There are various cultivars in Barcelona: 'Atropurpurea', which can be distinguished by its reddish-bronze foliage; 'Marginata' with deep-green and pale-green leaves with reddish edges; 'Purpurea', with purple foliage, and finally 'Variegata', with pale green leaves that have creamy-white stripes.",Cabbage palm,"Palmera petita i perennifòlia, originària de Nova Zelanda. Floreix a l'estiu, amb flors de color crema blanquinós i aromàtiques. El fruit surt a la tardor, primer de color blavós, que es torna blanquinós quan madura. S'utilitza com a planta ornamental en parcs i jardins, pel seu fullatge i pel seu baix requeriment en manteniment. A Barcelona trobem diverses cultivars: a cultivar 'Atropurpurea', que es diferencia pel fullatge d'un to vermellós bronze;  la cultivar 'Marginata' amb fulles de color verd intens i verd pàl·lid amb la vora vermellosa; la cultivar 'Purpurea' amb fullatge porpre; i finalment, la cultivar 'Variegata' amb les fulles de color verd pàl·lid i estries de color blanc cremós.","Palmera pequeña y perennifolia, originaria de Nueva Zelanda. Florece en verano, con flores de color crema blanquecino y aromáticas. El fruto sale en otoño, primero de color azulado, y se torna blanquecino cuando madura. Se utiliza como planta ornamental en parques y jardines, por su follaje y por su bajo requerimiento en mantenimiento. En Barcelona encontramos varios cultivares: el cultivar 'Atropurpurea', que se diferencia por el follaje, de un tono rojizo bronce; el cultivar 'Marginata', con hojas de color verde intenso y verde pálido con el borde rojizo; el cultivar 'Purpurea', con el follaje púrpura, y, finalmente, el cultivar 'Variegata', con las hojas de color verde pálido y estrías de color blanco cremoso.","Palmera real,  cordilina de Nova Zelanda",66,"Palmera real,  cordiline de Nueva Zelanda"
5103,Dioon edule,"A tree-like evergreen palm, native to Mexico.  It has a crown of pinnate leaves. The leaves are bright green or blue or blue-green with flat margins.  The flowers are pale brown and pale grey. The fruit is a cone.",Chestnut dioon,"Una palmera perenne semblant, originària de Mèxic. Té una corona de fulles pinnades. Les fulles són de color verd brillant o blau o blau-verd amb els marges plans. Les flors són de color marró pàl·lid i gris pàl·lid. El fruit és un con.","Una palmera perenne, originaria de México. Tiene una corona de hojas pinnadas. Las hojas son de color verde brillante o azul o verde azulado con márgenes planos. Las flores son de color marrón pálido y gris pálido. El fruto es un cono.","Chamal, palma de la Virgen",54,Sagú de Mèxic
5247476,Ginkgo biloba 'Fastigiata',"This is a deciduous tree with a conical crown. It is native to China. In the autumn, the leaves turn an attractive yellow. It blossoms in the spring, with fragrant but unattractive flowers; the male flowers are greenish-yellow. The fruit smell like rancid butter, and they are brownish- or orange-yellow, ripening at the start of autumn. Barcelona also has two cultivars: 'Fastigiata', which is a male clone and therefore does not produce seeds, and 'Blagon', a columnar tree that is also male. It is planted in streets and in parks and gardens, due to its characteristic unusual structure, its decorative leaves, the autumnal colour of its foliage and its resistance to pests, infestations and disease.",Maidenhair tree 'Fastigiata',"És un arbre caducifoli, de capçada cònica, originari de la Xina. A la tardor, les fulles es tornen d'un atractiu color groc. Floreix a la primavera, amb flors oloroses però no vistoses; les masculines són de color groc verdós. Els fruits fan olor de mantega rància, són de color groc marronós o ataronjat i maduren al començament de la tardor. A Barcelona també hi ha les cultivars 'Fastigiata', que és un clon masculí i, per tant, no fa llavors, i la 'Blagon', arbre columnar, també masculí. S'usa en jardineria com a arbre viari i com a arbre de parc o de jardí per la seva característica estructura arbòria poc usual, per la forma decorativa de les seves fulles, pel color autumnal del seu fullatge i la seva resistència a plagues i malalties.","Es un árbol caducifolio, de copa cónica, originario de China. En otoño, las hojas se tornan de un atractivo color amarillo. Florece en primavera, con flores olorosas pero no vistosas; las masculinas son de color amarillo verdoso. Los frutos son olorosos, de color amarillo amarronado o anaranjado y maduran a principios de otoño. En Barcelona también están los cultivares 'Fastigiata', que es un clon masculino y, por lo tanto, no da semillas; y 'Blagon', árbol columnar, también masculino. Se usa en jardinería como árbol viario y como árbol de parque o de jardín por su estructura arbórea poco usual, por la forma decorativa de sus hojas, por el color otoñal de su follaje y su resistencia a plagas y enfermedades.",Ginkgo 'Fastigiata',55,Árbol de los cuarenta escudos 'Fastigiata'
152,Populus nigra 'Italica',"This is a deciduous tree with an ovoid crown. It is native to Europe, North Africa and Central and Western Asia. It flowers in February and March, before the new leaves appear, with small, grouped flowers. The male flowers are reddish and the female flowers are smaller and green. It produces brown capsules that ripen between April and May and disseminate seeds covered in white cottony fibres. It is planted as a shade tree in parks and gardens, and as a street tree. It is better to use male clones, as there is no mess from seed fibres. In Barcelona, we have Populus nigra the 'Italica' cultivar, or Lombardy poplar, which originated in Lombardy. It has a columnar habit and does not produce fruit, as it is a male clone; and the 'Sempervirens' cultivar , mostly planted in parks and gardens, which has a pyramidal shape and loses its leaves very late, in the winter.",Black poplar  'Italica',"Arbre caducifoli, de capçada ovoidal, originari d'Europa, el nord d'Àfrica i el centre i l'oest d'Àsia. Floreix als mesos de febrer i març, abans que surtin les fulles noves, amb flors menudes i agrupades. Les flors masculines són de color vermellós i les femenines són més primes i de color verdós. Els fruits són càpsules marronoses que maduren entre l'abril i el maig i que disseminen unes llavors envoltades de pèls cotonosos blancs. S'utilitza com a arbre d'ombra en parcs i jardins i com a arbre viari. És millor emprar clons masculins, ja que no fan el molest borrissol. A Barcelona podem trobar la cultivar Populus nigra 'Italica', o pollancre gavatx, originada a la Llombardia, que presenta port columnar i no fructifica, ja que és un clon masculí; i la cultivar 'Sempervirens', plantada sobretot en parcs i jardins, de forma piramidal i que perd la fulla molt tardanament a l'hivern.","Árbol caducifolio, de copa ovoidal, originario de Europa, el norte de África y el centro y el oeste de Asia. Florece en los meses de febrero y marzo, antes de que broten las hojas nuevas, con flores pequeñas y agrupadas. Las flores masculinas son de color rojizo, y las femeninas, más delgadas y de color verdoso. Los frutos son cápsulas amarronadas que maduran entre abril y mayo y que diseminan unas semillas rodeadas de pelos algodonosos blancos. Se utiliza como árbol de sombra en parques y jardines y como árbol viario. Es mejor utilizar clones masculinos, ya que no producen la molesta pelusa. En Barcelona podemos encontrar el cultivar Populus nigra 'Italica', o chopo lombardo, originado en la región italiana, que presenta porte columnar y no fructifica, ya que es un clon masculino; y el cultivar 'Sempervirens', plantado sobre todo en parques y jardines, de forma piramidal y que pierde la hoja muy tardíamente en invierno.",Pollancre gavatx,56,Chopo lombardo
749,Morus alba,"A deciduous tree with a rounded crown, native to Central and Northern China. It blossoms from April to May, with tiny green or whitish flowers. Its fruit are creamy-white, pink, red or purple mulberries, which ripen in late spring and early summer. Due to its rusticity and the shade it provides, it is used as a shade tree in parks, car parks, housing developments and vegetable gardens, planted singly, in groups or in rows. It is also used as a street tree, especially in avenues and squares, preferably varieties that produce little or no fruit. Weeping varieties are planted next to water features and rockeries. The 'Pendula' cultivar, with weeping branches and red fruit, is also found in Barcelona. Three cultivars are found in parks and gardens:'Multicaulis', with a bushy habit and greenish-white or dark purple fruit; 'Fastigiata'; and 'Fruitless', which, as the name suggests does not bear fruit and, in reality, belongs to another species, Morus australis.",White mulberry,"Arbre caducifoli, de capçada arrodonida, originari del centre i nord de la Xina, Floreix d'abril a maig, amb flors diminutes, de color verdós o blanquinós. Els fruits són les móres, de color blanc cremós, rosat, vermell o porpra, que maduren a finals de primavera i principi d'estiu. Per la seva rusticitat i l'ombra que projecta, a Barcelona s'utilitza com a arbre d'ombra, en parcs, aparcaments, urbanitzacions, horts, plantat de manera aïllada, en grups o en alineacions, o com a arbre viari, especialment en passeigs i places, preferiblement amb les varietats que no fan fruit o en fan poc. Les varietats pèndules s'utilitzen al costat de peces d'aigua i rocalles. A Barcelona trobem també la cultivar 'Pendula', amb branques pèndules i móres vermelles. En parcs i jardins, es poden trobar les cultivars 'Multicaulis', de port arbustiu i fruits de color blanc verdós o porpra fosc; la cultivar 'Fastigiata';  i la cultivar 'Fruitless', que no fa fruits i pertany en realitat a una altra espècie, Morus australis.","Árbol caducifolio, de copa redondeada, originario del centro y el norte de China. Florece de abril a mayo, con flores diminutas, de color verdoso o blanquecino. Los frutos son las moras, de color blanco cremoso, rosado, rojo o púrpura, que maduran a finales de primavera y principios de verano. Por su rusticidad y la sombra que proyecta, en Barcelona se utiliza como árbol de sombra en parques, aparcamientos, urbanizaciones, huertos, plantado de forma aislada, en grupos o en alineaciones, o como árbol viario, especialmente en paseos y plazas, preferiblement con las variedades que no dan frutos o dan pocos). Las variedades péndulas se utilizan junto a piezas de agua y rocallas. En Barcelona encontramos también el cultivar 'Pendula', con ramas péndulas y moras rojas. En parques y jardines, se pueden encontrar los cultivares 'Multicaulis', de porte arbustivo y frutos de color blanco verdoso o púrpura oscuro; 'Fastigiata', y 'Fruitless', que no da frutos y, en realidad, pertenece a otra especie, Morus australis.",Morera blanca,57,"Morera blanca,  morera"
31,Persea americana,"This is a small evergreen tree with a round crown. It is native to Mexico and Central America. It blossoms in April, with yellowish flowers. The green globular fruit ripen at the end of autumn. They are very attractive and edible. This is a fruit tree which is often selected because it is easy to grow.",Avocado,"És una arbret perennifoli, de capçada arrodonida. Originari de Mèxic i l'Amèrica Central. Floreix a l'abril, amb flors d'un to grogós. Els fruits surten al final de la tardor i són de color verd, globosos, molt vistosos i comestibles. És un arbre fruiter que molts cops s'escull perquè creix fàcilment.","Es un arbolillo perennifolio, de copa redondeada. Originario de México y Centroamérica. Florece en abril, con flores de un tono amarillento. Los frutos salen al final del otoño y son de color verde, globosos, muy vistosos y comestibles. Es un árbol frutal que muchas veces se elige porque crece fácilmente.","Advocater,  alvocater",58,Aguacate
99,Pinus halepensis,"An evergreen conifer with a dense crown that is pyramidal in young specimens and opens up over time. It is native to the Mediterranean region. It blossoms at the end of winter and in spring, with small yellowish-brown male flowers and small female flowers forming violet cones. It produces glossy light-brown conical pine cones that ripen in the autumn of the second year and remain on the tree for several years. It is planted in parks and gardens and sometimes as a street tree in Barcelona.",Alepppo pine,"Conífera perennifòlia, de capçada densa, que és piramidal de jove i que es va obrint amb l'edat. Originària de la regió mediterrània. Floreix al final de l'hivern i a la primavera, amb flors petites, les masculines de color marró groguenc i les femenines formant cons violacis. Els fruits són pinyes còniques de color marró clar brillant que maduren a la tardor del segon any i persisteixen a l'arbre diversos anys. A Barcelona s'utilitza en parcs i jardins i, a vegades, en arbrat viari.","Conífera perennifolia, de copa densa, que es piramidal de joven y que se va abriendo con la edad. Originaria de la región mediterránea. Florece al final del invierno y en primavera, con flores pequeñas; las masculinas, de color marrón amarillento, y las femeninas, formando conos violáceos. Los frutos son piñas cónicas de color marrón claro brillante que maduran en otoño del segundo año y se mantienen en el árbol varios años. En Barcelona se utiliza en parques y jardines y, a veces, en arbolado viario.",Pi blanc,59,Pino carrasco
5287201,Ginkgo biloba 'Tremonia',,,,,,60,
5287429,Tabebuia roseoalba,,,,,,61,"ipé blanco, lapacho blanco"
5287459,Prunus serrulata 'Amanogawa',,,,,,62,
2072,Annona cherimola,"An evergreen tree with a rounded crown, native to the Andes and Ecuador. It blossoms exuberantly in March and April, with fragrant, three-petalled pendent green flowers It bears large green globular fruit that are fleshy and contain black seeds. It is planted as an ornamental tree and because it needs little maintenance.",Chirimoya,"Arbre perennifoli, amb la capçada arrodonida, originari dels Andes i l'Ecuador. Floreix durant els mesos de març i abril de forma exhuberant, amb flors de tres pètals de color verdós, penjants i aromàtiques. El fruit és gran i globós, carnós, de color verd i amb llavors negres. Es planta com a arbre ornamental i per ser poc exigent en el seu manteniment.","Árbol perennifolio, con la copa redondeada, originario de los Andes y Ecuador. Florece durante los meses de marzo y abril de forma exuberante, con flores de tres pétalos de color verdoso, colgantes y aromáticas. El fruto es grande y globoso, carnoso, de color verde y con semillas negras. Se planta como árbol ornamental y porque es poco exigente en su mantenimiento.",Xirimoier,63,Chirimoyo
2077,Araucaria bidwillii,"An evergreen conifer with a pyramidal crown, native to the coast of Queensland, in Australia. This species has a very characteristic habit: the uppermost branches reach upwards, the middle branches are horizontal and the lowermost branches turn downwards. It has bright-green, needle-shaped leaves. Its globular,woody fruit are similar to pine cones and ripen after three years. Its seeds are elliptical and edible.",Bunya pine,"Conífera perennifòlia, de capçada piramidal, originària de les costes de Queensland, a Austràlia. El port d'aquesta espècie és força característic: les branques de la part superior són ascendents, les de la part mitja horitzontals i les de la part inferior estan inclinades cap abaix. Les fulles són aciculars, de color verd brillant. El fruit és semblant a una pinya, globosa i llenyosa, que madura als tres anys. D'aquest fruit en sortiran les llavors, elíptiques i comestibles.","Conífera perennifolia, de copa piramidal, originaria de las costas de Queensland, en Australia. El porte de esta especie es bastante característico: las ramas de la parte superior son ascendentes, las de la parte media, horizontales, y las de la parte inferior están inclinadas hacia abajo. Las hojas son aciculares, de color verde brillante. El fruto es similar a una piña, globoso y leñoso, y madura a los tres años. De este fruto surgen las semillas, elípticas y comestibles.","Araucària de Bidwill, Araucaria australiana",64,"Araucaria de Bidwill,  Bunya-bunya"
1622,Bauhinia forficata subsp. pruinosa,"A deciduous tree with an ovoid or round crown, native to the south-east of South America. It blossoms in the summer, with very attractive white flowers. It produces brown seedpods that ripen in the autumn. It takes its name, pota de vaca [cow foot], from the shape of its bilobulate leaves, which resemble the hoof-print of a cow. It is also known as Bauhinia candicans and Bauhinia grandiflora, although the latter name corresponds to another species that is not grown in our country. In Barcelona, you can also find the subspecies pruinosa.",False caoba,"Arbre caducifoli, de capçada ovoidal o arrodonida, originari del sud-est de l'Amèrica del Sud. Floreix a l'estiu, amb flors molt vistoses, blanques. Els fruits són llegums de color marró que maduren a la tardor. Rep el nom de pota de vaca per la forma de les seves fulles bilobades, que semblen la petjada d'una vaca. És conegut també amb els noms de Bauhinia candicans i de Bauhinia grandiflora, tot i que aquest darrer nom en realitat correspon a una altra espècie no cultivada al nostre país. A Barcelona també trobem la subespècie pruinosa.","Árbol caducifolio, de copa ovoidal o redondeada, originario del sureste de Suramérica. Florece en verano, con flores muy vistosas, blancas. Los frutos son legumbres de color marrón que maduran en otoño. Recibe el nombre de pata de vaca por la forma de sus hojas bilobuladas, que parecen la huella de una vaca. Es conocido también con los nombres de Bauhinia candicans y de Bauhinia grandiflora, aunque este último en realidad corresponde a otra especie no cultivada en nuestro país. En Barcelona también encontramos la subespecie pruinosa.",Pota de vaca,65,Arbol orquídea
2256,Dasylirion acrotrichum,"A small or medium-sized evergreen palm, native to Mexico; very typical of the Chihuahuan desert. It blossoms in summer, with white, bell-shaped flowers grouped in a flower spike that rises above the foliage. It is cultivated as an ornamental plant in parks and gardens.",Great Desert Spoon,"Palmera de port petit o mitjà, perennifòlia, originària de Mèxic, molt típica del dessert de Chihuahuan. Floreix a l'estiu, amb flors blanques i en forma de campana, agrupades en una tija que s'eleva per sobre del fullatge. Es planta com a ornamental en parcs i jardins.","Palmera de porte pequeño o mediano, perennifolia, originaria de México, muy típica del desierto de Chihuahua. Florece en verano, con flores blancas y en forma de campana, agrupadas en un tallo que se eleva por encima del follaje. Se planta con fines ornamentales en parques y jardines.",Dasilírion cabellut,67,Cucharilla
2271,Dovyalis caffra,"An evergreen shrub or small tree, native to South Africa. It has spiny branches and small, glossy ovate leaves, located at the base of the spines. It has inconspicuous yellow flowers, and it bears round yellow fruit that are edible but sour. It is used in horticulture and gardening as an ornamental plant, to form impenetrable hedges.",Kei-apple,"Arbret o arbust perennifoli, originari del sud d'Àfrica. Presenta tiges espinoses i petites fulles ovalades i brillants, situades a la base de les espines. Les flors són groguenques i poc vistoses, i els fruits són arrodonits i grocs, comestibles però àcids. S'utilitza en horticultura i en jardineria ornamental per la creació de tanques vegetals impenetrables.","Arbolillo o arbusto perennifolio, originario del sur de África. Presenta tallos espinosos y pequeñas hojas ovaladas y brillantes, situadas en la base de las espinas. Las flores son amarillentas y poco vistosas, y los frutos son redondeados y amarillos, comestibles pero ácidos. Se utiliza en horticultura y en jardinería ornamental para la formación de setos vegetales impenetrables.",Pomera dels cafres,68,Manzano cafre
1370,Eucalyptus globulus,"This is an evergreen tree with an irregular ovoid crown. It is native to South Eastern Australia. It blossoms from winter to spring, with white flowers. It produces blue-green aromatic capsules that turn brown and ripen at the beginning of autumn. In Barcelona, it is planted as a street tree and also in parks and gardens.",Tasmanian blue gum,"És un arbre perennifoli, de capçada ovoidal i irregular. Originari del sud-est d'Austràlia. Floreix des de l'hivern fins a la primavera, amb flors de color blanc de 4 centímetres. Els fruits són càpsules aromàtiques de color verd blavenc que passa a marró i que maduren al principi de la tardor. Es planta a Barcelona com a arbre viari i en parcs i jardins.","Es un árbol perennifolio, de copa ovoidal e irregular. Originario del sureste de Australia. Florece desde el invierno hasta la primavera, con flores de color blanco de 4 centímetros. Los frutos son cápsulas aromáticas de color verde azulado que se vuelve marrón; maduran a principios de otoño. Se planta en Barcelona como árbol viario y en parques y jardines.","Eucaliptus, eucaliptus comú",69,"Eucalipto común,  eucalipto azul"
2411,Juglans nigra,"This is a deciduous tree with a round crown. It is native to the United States of America. It has aromatic leaves. It flowers in April and May, with tiny greenish flowers. In the autumn, it produces very fragrant and attractive green globular fruit. It is grown as an ornamental plant in gardens.",Black walnut,"És un arbre caducifoli, de capçada arrodonida. Originari dels Estats Units d'Amèrica. Les fulles són aromàtiques. Floreix als mesos d'abril i maig, amb flors diminutes i verdoses. Els fruits surten a mitjan tardor i són globosos, de color verdós, molt olorosos i molt vistosos. Es cultiva en horticultura i com a planta ornamental en jardins.","Es un árbol caducifolio, de copa redondeada. Originario de los Estados Unidos de América. Las hojas son aromáticas. Florece en los meses de abril y mayo, con flores diminutas y verdosas. Los frutos salen a mediados de otoño y son globosos, de color verdoso, muy olorosos y muy vistosos. Se cultiva en horticultura y como planta ornamental en jardines.",Noguera negra,70,Nogal negro
252,Quercus rotundifolia,"This is an evergreen tree with an ovoid crown. It is native to the Mediterranean region. It blossoms in April and May, with tiny yellowish flowers. It produces dark-brown acorns that ripen in the autumn of the same year.  A very similar species is also grown, the short-leaved holm oak, Q. rotundifolia, often subordinated to the holm oak named Q. ilex subsp. ballota, found in areas with a more continental, arid climate than the holm oak, in the western part of the Mediterranean region; it is distinguished by its round crown, with shorter grey-green leaves and sweet, edible acorns. It is very commonly used as a shade tree in Barcelona, planted in squares, wide avenues, parks and embankments.",Sweet Acorn Oak,"Arbre perennifoli, de capçada ovoidal, originari de la regió mediterrània. Floreix entre els mesos d'abril i maig, amb flors molt petites i groguenques. Els fruits són glans de color marró fosc que maduren a la tardor del mateix any.  També se'n cultiva una espècie molt semblant, la carrasca o alzina de fulla curta, Q. rotundifolia, sovint subordinada a l'alzina de nom Q. ilex subsp. ballota, pròpia de zones de clima més continental i més àrid que l'alzina, de l'oest de la regió mediterrània, que es distingeix per la seva capçada arrodonida, amb fulles més curtes, de color verd grisenc, i unes glans dolces, comestibles. A Barcelona és un arbre molt utilitzat com a arbre d'ombra, plantat en places, passeigs amples, parcs i talussos.","Árbol perennifolio, de copa ovoidal, originario de la región mediterránea. Florece entre los meses de abril y mayo, con flores muy pequeñas y amarillentas. Los frutos son bellotas de color marrón oscuro que maduran en otoño del mismo año.  También se cultiva una especie muy parecida, la carrasca o encina de hoja corta, Q. rotundifolia, con frecuencia subordinada a la encina de nombre Q. ilex subsp. ballota, propia de zonas de clima más continental y más árido que la encina, del oeste de la región mediterránea, que se distingue por su copa redondeada, con hojas más cortas, de color verde grisáceo, y unas bellotas dulces, comestibles. En Barcelona es muy utilizado como árbol de sombra, plantado en plazas, paseos anchos, parques y taludes.",Carrasca,71,Encina de bellotas dulces
494,Handroanthus heptaphyllus,"This is a deciduous or semi-deciduous tree, with a round crown. It is native to Brazil, Eastern Bolivia, Northern Argentina and Paraguay. Its spectacular blossoming occurs at the end of winter and in spring, before the new leaves sprout, with deep pink or purple flowers. It produces brown cylindrical capsules that look like legumes and appear in the spring and summer. Until recently, the species was known by the scientific name of Tabebuia heptaphylla.",Black lapacho,"És un arbre de fulla caduca o semicaduca, de capçada arrodonida. Originari del Brasil, l'est de Bolívia, el nord de l'Argentina i el Paraguai. La floració és espectacular i es produeix al final de l'hivern i a la primavera, abans que brotin les fulles noves, amb flors de color rosa fort o morat. Els fruits són càpsules cilíndriques semblants a les llegums, de color marró, que apareixen a la primavera i fins a l'estiu. L'espècie era coneguda fins fa poc amb el nom científic de Tabebuia heptaphylla.","Es un árbol de hoja caduca o semicaduca, de copa redondeada. Originario de Brasil, el este de Bolivia, el norte de Argentina y Paraguay. La floración es espectacular y se produce a finales de invierno y en primavera, antes de que broten las hojas nuevas, con flores de color rosa fuerte o morado. Los frutos son cápsulas cilíndricas parecidas a las legumbres, de color marrón, que aparecen en primavera y hasta el verano. La especie era conocida hasta hace poco con el nombre científico de Tabebuia heptaphylla.",Ipé morat,72,Lapacho morado
